"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","cb_coefficient","cv_coefficient","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_sec_biogas","conversion_factor_sec_natural_gas_syn","conversion_factor_sec_elec","conversion_factor_sec_heat_low","ef_sec_biogas_emi_co2_f_pow","ef_sec_natural_gas_syn_emi_co2_f_pow"
24,"NL",2021,"pow_combustion_st_chp_biogas_0_ag",0.25,0.0,0.0,30502.37674657,555181.777307993,2.70353722949251,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.66233766233766,2.66233766233766,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
25,"NL",2024,"pow_combustion_st_chp_biogas_0_ag",0.25,0.0,0.0,30502.37674657,555181.777307993,2.70353722949251,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.66233766233766,2.66233766233766,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
26,"NL",2027,"pow_combustion_st_chp_biogas_0_ag",0.25,0.0,0.0,30502.37674657,555181.777307993,2.70353722949251,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.66233766233766,2.66233766233766,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
27,"NL",2030,"pow_combustion_st_chp_biogas_0_ag",0.25,0.0,0.0,30502.37674657,555181.777307993,2.70353722949251,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",2.66233766233766,2.66233766233766,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
28,"NL",2035,"pow_combustion_st_chp_biogas_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
29,"NL",2040,"pow_combustion_st_chp_biogas_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
30,"NL",2045,"pow_combustion_st_chp_biogas_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
31,"NL",2050,"pow_combustion_st_chp_biogas_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
32,"NL",2060,"pow_combustion_st_chp_biogas_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
33,"NL",2070,"pow_combustion_st_chp_biogas_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,"global_emission_factors.sec_biogas","global_emission_factors.sec_natural_gas_syn"
