"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","cb_coefficient","cv_coefficient","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_pri_biomass_wood_chips_pp","conversion_factor_sec_elec","conversion_factor_sec_heat_low","ef_pri_biomass_wood_chips_pp_emi_co2_f_pow"
19,"DE",2045,"pow_combustion_ic_chp_syngas_07",1.623,0.0,0.0,297298.0,6684157.90987698,9.79837973207079,0.151834315645897,1.0,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,6.58612643489742,"global_emission_factors.pri_biomass_wood_chips_pp"
20,"DE",2050,"pow_combustion_ic_chp_syngas_07",0.182,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.151834315645897,1.0,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,6.58612643489742,"global_emission_factors.pri_biomass_wood_chips_pp"
21,"DE",2060,"pow_combustion_ic_chp_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
22,"DE",2070,"pow_combustion_ic_chp_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
23,"DE",2020,"pow_combustion_st_chp_biomass_05",127.2354,0.0,0.0,187308.886970136,4372263.72998412,5.82039153807367,0.320311757677521,1.0,0.0,0.0,0.0,0,"","v1","","","",3.7712728133667,1.0,3.12195845463396,"global_emission_factors.pri_biomass_wood_chips_pp"
24,"DE",2021,"pow_combustion_st_chp_biomass_05",143.425,0.0,0.0,183171.029165069,4285288.8548057,5.67073718553311,0.326649982246156,1.0,0.0,0.0,0.0,0,"","v1","","","",3.70890950463419,1.0,3.06138084907785,"global_emission_factors.pri_biomass_wood_chips_pp"
25,"DE",2024,"pow_combustion_st_chp_biomass_05",147.745,0.0,0.0,182424.571376358,4269598.83449625,5.64373996563551,0.327793379945821,1.0,0.0,0.0,0.0,0,"","v1","","","",3.69787828573547,1.0,3.05070224470452,"global_emission_factors.pri_biomass_wood_chips_pp"
26,"DE",2027,"pow_combustion_st_chp_biomass_05",112.18,0.0,0.0,188387.981743626,4394945.5469173,5.85941927591882,0.318658838382699,1.0,0.0,0.0,0.0,0,"","v1","","","",3.78788257677437,1.0,3.13815240485824,"global_emission_factors.pri_biomass_wood_chips_pp"
27,"DE",2030,"pow_combustion_st_chp_biomass_05",99.61,0.0,0.0,185159.601766891,4327087.2591914,5.74265810675016,0.323603956907647,1.0,0.0,0.0,0.0,0,"","v1","","","",3.73862058752299,1.0,3.09019707161798,"global_emission_factors.pri_biomass_wood_chips_pp"
28,"DE",2035,"pow_combustion_st_chp_biomass_05",48.062,0.0,0.0,163375.038325496,3869190.98160261,4.95477343531255,0.356972782451183,1.0,0.0,0.0,0.0,0,"","v1","","","",3.43700114651134,1.0,2.80133402085565,"global_emission_factors.pri_biomass_wood_chips_pp"
29,"DE",2040,"pow_combustion_st_chp_biomass_05",21.769,0.0,0.0,160522.497220819,3809232.56393614,4.85160527143966,0.361342204254554,1.0,0.0,0.0,0.0,0,"","v1","","","",3.40107200713656,1.0,2.76745973270128,"global_emission_factors.pri_biomass_wood_chips_pp"
30,"DE",2045,"pow_combustion_st_chp_biomass_05",21.769,0.0,0.0,160522.497220819,3809232.56393614,4.85160527143966,0.361342204254554,1.0,0.0,0.0,0.0,0,"","v1","","","",3.40107200713656,1.0,2.76745973270128,"global_emission_factors.pri_biomass_wood_chips_pp"
31,"DE",2050,"pow_combustion_st_chp_biomass_05",21.76,0.0,0.0,160465.926470588,3808043.4863574,4.8495592709734,0.361428857333482,1.0,0.0,0.0,0.0,0,"","v1","","","",3.40036706581929,1.0,2.76679623032237,"global_emission_factors.pri_biomass_wood_chips_pp"
32,"DE",2060,"pow_combustion_st_chp_biomass_05",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
33,"DE",2070,"pow_combustion_st_chp_biomass_05",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
