"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_pri_biomass_wood_chips_pp","conversion_factor_sec_elec","ef_pri_biomass_wood_chips_pp_emi_co2_f_pow"
1,"AL",2020,"pow_combustion_ic_syngas_07",1.425,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
2,"AL",2021,"pow_combustion_ic_syngas_07",1.425,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
3,"AL",2024,"pow_combustion_ic_syngas_07",1.425,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
4,"AL",2027,"pow_combustion_ic_syngas_07",1.425,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
5,"AL",2030,"pow_combustion_ic_syngas_07",1.425,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
6,"AL",2035,"pow_combustion_ic_syngas_07",1.425,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
7,"AL",2040,"pow_combustion_ic_syngas_07",1.425,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
8,"AL",2045,"pow_combustion_ic_syngas_07",1.425,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
9,"AL",2050,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
10,"AL",2060,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
11,"AL",2070,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
12,"AT",2020,"pow_combustion_ic_syngas_07",376.24,0.0,0.0,158044.960736672,4019315.93988615,5.24761515744064,0.0,0.0,0.0,0,"","v1","","","",3.57677284348559,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
13,"AT",2021,"pow_combustion_ic_syngas_07",439.24,0.0,0.0,159096.350826452,4003814.00787209,5.21598931999935,0.0,0.0,0.0,0,"","v1","","","",3.55994460281383,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
14,"AT",2024,"pow_combustion_ic_syngas_07",406.571,0.0,0.0,158362.238057393,4006427.27344668,5.22286230596447,0.0,0.0,0.0,0,"","v1","","","",3.56485369891777,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
15,"AT",2027,"pow_combustion_ic_syngas_07",406.11,0.0,0.0,158204.523678886,4003387.61960069,5.21766835966068,0.0,0.0,0.0,0,"","v1","","","",3.56292359098442,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
16,"AT",2030,"pow_combustion_ic_syngas_07",406.11,0.0,0.0,158204.523678886,4003387.61960069,5.21766835966068,0.0,0.0,0.0,0,"","v1","","","",3.56292359098442,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
17,"AT",2035,"pow_combustion_ic_syngas_07",406.11,0.0,0.0,158204.523678886,4003387.61960069,5.21766835966068,0.0,0.0,0.0,0,"","v1","","","",3.56292359098442,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
18,"AT",2040,"pow_combustion_ic_syngas_07",406.11,0.0,0.0,158204.523678886,4003387.61960069,5.21766835966068,0.0,0.0,0.0,0,"","v1","","","",3.56292359098442,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
19,"AT",2045,"pow_combustion_ic_syngas_07",196.506,0.0,0.0,160801.749918152,3975260.77113578,5.15837718301138,0.0,0.0,0.0,0,"","v1","","","",3.53020771692182,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
20,"AT",2050,"pow_combustion_ic_syngas_07",63.0,0.0,0.0,165375.319197547,3911235.48563448,5.02711781081029,0.0,0.0,0.0,0,"","v1","","","",3.46265182654398,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
21,"AT",2060,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
22,"AT",2070,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
23,"BG",2020,"pow_combustion_ic_syngas_07",9.364,0.0,0.0,219599.263345681,5050984.84294468,6.98824108666278,0.0,0.0,0.0,0,"","v1","","","",4.34085399984088,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
24,"BG",2021,"pow_combustion_ic_syngas_07",9.364,0.0,0.0,219599.263345681,5050984.84294468,6.98824108666278,0.0,0.0,0.0,0,"","v1","","","",4.34085399984088,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
25,"BG",2024,"pow_combustion_ic_syngas_07",9.064,0.0,0.0,217027.592891545,4996930.12978496,6.89523120210603,0.0,0.0,0.0,0,"","v1","","","",4.28926081370508,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
26,"BG",2027,"pow_combustion_ic_syngas_07",9.064,0.0,0.0,217027.592891545,4996930.12978496,6.89523120210603,0.0,0.0,0.0,0,"","v1","","","",4.28926081370508,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
27,"BG",2030,"pow_combustion_ic_syngas_07",9.064,0.0,0.0,217027.592891545,4996930.12978496,6.89523120210603,0.0,0.0,0.0,0,"","v1","","","",4.28926081370508,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
28,"BG",2035,"pow_combustion_ic_syngas_07",9.064,0.0,0.0,217027.592891545,4996930.12978496,6.89523120210603,0.0,0.0,0.0,0,"","v1","","","",4.28926081370508,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
29,"BG",2040,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
30,"BG",2045,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
31,"BG",2050,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
32,"BG",2060,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
33,"BG",2070,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
34,"CH",2020,"pow_combustion_ic_syngas_07",38.0094007963797,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
35,"CH",2021,"pow_combustion_ic_syngas_07",38.0094007963797,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
36,"CH",2024,"pow_combustion_ic_syngas_07",38.0094007963797,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
37,"CH",2027,"pow_combustion_ic_syngas_07",38.0094007963797,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
38,"CH",2030,"pow_combustion_ic_syngas_07",38.0094007963797,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
39,"CH",2035,"pow_combustion_ic_syngas_07",38.0094007963797,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
40,"CH",2040,"pow_combustion_ic_syngas_07",38.0094007963797,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
41,"CH",2045,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
42,"CH",2050,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
43,"CH",2060,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
44,"CH",2070,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
45,"DE",2020,"pow_combustion_cc_biomass_01",0.055,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
46,"DE",2021,"pow_combustion_cc_biomass_01",0.055,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
47,"DE",2024,"pow_combustion_cc_biomass_01",0.055,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
48,"DE",2027,"pow_combustion_cc_biomass_01",0.055,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
49,"DE",2030,"pow_combustion_cc_biomass_01",0.055,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
50,"DE",2035,"pow_combustion_cc_biomass_01",0.055,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
51,"DE",2040,"pow_combustion_cc_biomass_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
52,"DE",2045,"pow_combustion_cc_biomass_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
53,"DE",2050,"pow_combustion_cc_biomass_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
54,"DE",2060,"pow_combustion_cc_biomass_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
55,"DE",2070,"pow_combustion_cc_biomass_01",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
56,"DE",2020,"pow_combustion_fc_syngas_05",0.093,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
57,"DE",2021,"pow_combustion_fc_syngas_05",0.093,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
58,"DE",2024,"pow_combustion_fc_syngas_05",0.093,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
59,"DE",2027,"pow_combustion_fc_syngas_05",0.093,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
60,"DE",2030,"pow_combustion_fc_syngas_05",0.093,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
61,"DE",2035,"pow_combustion_fc_syngas_05",0.093,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
62,"DE",2040,"pow_combustion_fc_syngas_05",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
63,"DE",2045,"pow_combustion_fc_syngas_05",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
64,"DE",2050,"pow_combustion_fc_syngas_05",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
65,"DE",2060,"pow_combustion_fc_syngas_05",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
66,"DE",2070,"pow_combustion_fc_syngas_05",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
67,"DE",2020,"pow_combustion_ic_syngas_07",272.5698,0.0,0.0,194620.95488195,4628896.99851392,6.27552805409326,0.0,0.0,0.0,0,"","v1","","","",3.99099328660256,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
68,"DE",2021,"pow_combustion_ic_syngas_07",277.1578,0.0,0.0,194506.654230846,4624790.4573578,6.2682376589449,0.0,0.0,0.0,0,"","v1","","","",3.98726337041279,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
69,"DE",2024,"pow_combustion_ic_syngas_07",277.1578,0.0,0.0,194506.654230846,4624790.4573578,6.2682376589449,0.0,0.0,0.0,0,"","v1","","","",3.98726337041279,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
70,"DE",2027,"pow_combustion_ic_syngas_07",271.1458,0.0,0.0,194169.556798285,4619949.53893443,6.26020370219089,0.0,0.0,0.0,0,"","v1","","","",3.98382115301783,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
71,"DE",2030,"pow_combustion_ic_syngas_07",215.685,0.0,0.0,193390.271224511,4630177.96509956,6.28130780419952,0.0,0.0,0.0,0,"","v1","","","",3.9981119313487,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
72,"DE",2035,"pow_combustion_ic_syngas_07",19.9285,0.0,0.0,241585.568055799,5513121.5808132,7.78342215647217,0.0,0.0,0.0,0,"","v1","","","",4.83841960328549,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
73,"DE",2040,"pow_combustion_ic_syngas_07",7.8525,0.0,0.0,233272.326647564,5338383.06444272,7.48275625177642,0.0,0.0,0.0,0,"","v1","","","",4.63743128865401,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
74,"DE",2045,"pow_combustion_ic_syngas_07",7.7115,0.0,0.0,232101.656876094,5313776.40514087,7.44041651103577,0.0,0.0,0.0,0,"","v1","","","",4.61046161432969,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
75,"DE",2050,"pow_combustion_ic_syngas_07",4.738,0.0,0.0,191185.378640777,4453744.87193428,5.9605930332503,0.0,0.0,0.0,0,"","v1","","","",3.83163011035496,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
76,"DE",2060,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
77,"DE",2070,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
78,"DE",2020,"pow_combustion_st_biomass_06",47.98065,0.0,0.0,264043.556802586,5985172.78702392,8.59566267405303,0.0,0.0,0.0,0,"","v1","","","",5.48003892136065,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
79,"DE",2021,"pow_combustion_st_biomass_06",47.98065,0.0,0.0,264043.556802586,5985172.78702392,8.59566267405303,0.0,0.0,0.0,0,"","v1","","","",5.48003892136065,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
80,"DE",2024,"pow_combustion_st_biomass_06",46.45565,0.0,0.0,262951.912925554,5962227.1967168,8.55618107141746,0.0,0.0,0.0,0,"","v1","","","",5.44494133667197,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
81,"DE",2027,"pow_combustion_st_biomass_06",46.45565,0.0,0.0,262951.912925554,5962227.1967168,8.55618107141746,0.0,0.0,0.0,0,"","v1","","","",5.44494133667197,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
82,"DE",2030,"pow_combustion_st_biomass_06",41.21965,0.0,0.0,258589.039589128,5870522.65254657,8.39838855772119,0.0,0.0,0.0,0,"","v1","","","",5.30904687152734,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
83,"DE",2035,"pow_combustion_st_biomass_06",8.59065,0.0,0.0,297298.0,6684157.90987698,9.79837973207078,0.0,0.0,0.0,0,"","v1","","","",6.81902094828064,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
84,"DE",2040,"pow_combustion_st_biomass_06",0.07665,0.0,0.0,297298.0,6684157.90987698,9.79837973207079,0.0,0.0,0.0,0,"","v1","","","",6.81902094828063,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
85,"DE",2045,"pow_combustion_st_biomass_06",0.07665,0.0,0.0,297298.0,6684157.90987698,9.79837973207079,0.0,0.0,0.0,0,"","v1","","","",6.81902094828063,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
86,"DE",2050,"pow_combustion_st_biomass_06",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
87,"DE",2060,"pow_combustion_st_biomass_06",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
88,"DE",2070,"pow_combustion_st_biomass_06",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
89,"EE",2020,"pow_combustion_ic_syngas_07",143.1,0.0,0.0,184211.26353329,4307153.85321661,5.70835945488128,0.0,0.0,0.0,0,"","v1","","","",3.72439240313307,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
90,"EE",2021,"pow_combustion_ic_syngas_07",143.1,0.0,0.0,184211.26353329,4307153.85321661,5.70835945488128,0.0,0.0,0.0,0,"","v1","","","",3.72439240313307,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
91,"EE",2024,"pow_combustion_ic_syngas_07",143.1,0.0,0.0,184211.26353329,4307153.85321661,5.70835945488128,0.0,0.0,0.0,0,"","v1","","","",3.72439240313307,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
92,"EE",2027,"pow_combustion_ic_syngas_07",142.1,0.0,0.0,183415.438505376,4290426.16808881,5.6795767646829,0.0,0.0,0.0,0,"","v1","","","",3.71253572402952,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
93,"EE",2030,"pow_combustion_ic_syngas_07",139.09,0.0,0.0,180950.944220389,4238624.22299727,5.5904431322734,0.0,0.0,0.0,0,"","v1","","","",3.67629240985773,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
94,"EE",2035,"pow_combustion_ic_syngas_07",59.59,0.0,0.0,184769.803376882,4318893.96983421,5.72856022605287,0.0,0.0,0.0,0,"","v1","","","",3.73275919497946,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
95,"EE",2040,"pow_combustion_ic_syngas_07",38.99,0.0,0.0,188083.853656831,4388552.98737721,5.84841984238027,0.0,0.0,0.0,0,"","v1","","","",3.78318655400187,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
96,"EE",2045,"pow_combustion_ic_syngas_07",38.99,0.0,0.0,188083.853656831,4388552.98737721,5.84841984238027,0.0,0.0,0.0,0,"","v1","","","",3.78318655400187,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
97,"EE",2050,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
98,"EE",2060,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
99,"EE",2070,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
100,"ES",2020,"pow_combustion_ic_syngas_07",83.501608144059,0.0,0.0,220580.576913534,5071611.36736762,7.02373236102615,0.0,0.0,0.0,0,"","v1","","","",4.36086991788256,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
101,"ES",2021,"pow_combustion_ic_syngas_07",84.3867357165273,0.0,0.0,221385.261511012,5088525.27444726,7.05283547623893,0.0,0.0,0.0,0,"","v1","","","",4.3774213880499,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
102,"ES",2024,"pow_combustion_ic_syngas_07",84.3867357165273,0.0,0.0,221385.261511012,5088525.27444726,7.05283547623893,0.0,0.0,0.0,0,"","v1","","","",4.3774213880499,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
103,"ES",2027,"pow_combustion_ic_syngas_07",84.3867357165273,0.0,0.0,221385.261511012,5088525.27444726,7.05283547623893,0.0,0.0,0.0,0,"","v1","","","",4.3774213880499,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
104,"ES",2030,"pow_combustion_ic_syngas_07",84.3867357165273,0.0,0.0,221385.261511012,5088525.27444726,7.05283547623893,0.0,0.0,0.0,0,"","v1","","","",4.3774213880499,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
105,"ES",2035,"pow_combustion_ic_syngas_07",84.3867357165273,0.0,0.0,221385.261511012,5088525.27444726,7.05283547623893,0.0,0.0,0.0,0,"","v1","","","",4.3774213880499,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
106,"ES",2040,"pow_combustion_ic_syngas_07",84.3867357165273,0.0,0.0,221385.261511012,5088525.27444726,7.05283547623893,0.0,0.0,0.0,0,"","v1","","","",4.3774213880499,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
107,"ES",2045,"pow_combustion_ic_syngas_07",84.3867357165273,0.0,0.0,221385.261511012,5088525.27444726,7.05283547623893,0.0,0.0,0.0,0,"","v1","","","",4.3774213880499,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
108,"ES",2050,"pow_combustion_ic_syngas_07",0.885127572468307,0.0,0.0,297298.0,6684157.90987698,9.79837973207079,0.0,0.0,0.0,0,"","v1","","","",6.81902094828063,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
109,"ES",2060,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
110,"ES",2070,"pow_combustion_ic_syngas_07",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
111,"FR",2020,"pow_combustion_ic_syngas_07",14.5699999999998,0.0,0.0,205523.644147437,4755125.17823429,6.47916663873437,0.0,0.0,0.0,0,"","v1","","","",4.07272303886534,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
112,"FR",2021,"pow_combustion_ic_syngas_07",14.5699999999998,0.0,0.0,205523.644147437,4755125.17823429,6.47916663873437,0.0,0.0,0.0,0,"","v1","","","",4.07272303886534,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
113,"FR",2024,"pow_combustion_ic_syngas_07",14.5699999999998,0.0,0.0,205523.644147437,4755125.17823429,6.47916663873437,0.0,0.0,0.0,0,"","v1","","","",4.07272303886534,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
114,"FR",2027,"pow_combustion_ic_syngas_07",14.5699999999998,0.0,0.0,205523.644147437,4755125.17823429,6.47916663873437,0.0,0.0,0.0,0,"","v1","","","",4.07272303886534,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
115,"FR",2030,"pow_combustion_ic_syngas_07",14.5699999999998,0.0,0.0,205523.644147437,4755125.17823429,6.47916663873437,0.0,0.0,0.0,0,"","v1","","","",4.07272303886534,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
116,"FR",2035,"pow_combustion_ic_syngas_07",14.5699999999998,0.0,0.0,205523.644147437,4755125.17823429,6.47916663873437,0.0,0.0,0.0,0,"","v1","","","",4.07272303886534,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
117,"FR",2040,"pow_combustion_ic_syngas_07",14.5699999999998,0.0,0.0,205523.644147437,4755125.17823429,6.47916663873437,0.0,0.0,0.0,0,"","v1","","","",4.07272303886534,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
118,"FR",2045,"pow_combustion_ic_syngas_07",14.5699999999998,0.0,0.0,205523.644147437,4755125.17823429,6.47916663873437,0.0,0.0,0.0,0,"","v1","","","",4.07272303886534,1.0,"global_emission_factors.pri_biomass_wood_chips_pp"
